"AEW541_ActArea","Nilotinib_ActArea","17-AAG_ActArea","PHA-665752_ActArea","Lapatinib_ActArea","Nutlin-3_ActArea","AZD0530_ActArea","PF2341066_ActArea","L-685458_ActArea","ZD-6474_ActArea","Panobinostat_ActArea","Sorafenib_ActArea","Irinotecan_ActArea","Topotecan_ActArea","LBW242_ActArea","PD-0325901_ActArea","PD-0332991_ActArea","Paclitaxel_ActArea","AZD6244_ActArea","PLX4720_ActArea","RAF265_ActArea","TAE684_ActArea","TKI258_ActArea","Erlotinib_ActArea"
0.1548,0.1917,3.3698,0.195,0.3518,0.3751,0.2008,0.08662,0.01624,0.3933,3.5222,0.05791,1.8093,1.9735,0.06953,2.1985,0.04588,4.1905,1.6146,0,1.5971,0.8478,0.6033,0.04256
0.4342,NA,4.0766,0.469,0.0391,0.5973,1.2245,0.6165,0.05401,0.9262,4.405,0.524,NA,4.1702,0.6136,2.7549,0.02421,4.9676,2.4416,1.0243,1.3366,1.1578,0.6485,0.09979
0.9193,0.9569,4.5194,0.118,3.1451,0.3865,1.7978,0.5128,0.1361,1.8922,5.0943,0.1748,3.5838,4.5073,0.1053,0.684,1.1408,6.47,0.3377,0.01563,1.4324,1.5386,0.8038,2.0307
1.0544,NA,4.1275,1.4825,0.6781,0.06167,1.9154,0.06157,0.4788,2.2652,4.9539,0.6838,NA,2.0749,3.2487,1.1333,NA,4.5905,0.9389,0.5213,NA,0.7909,1.0249,0.9531
0.3505,0.1972,4.0092,0.5684,0,0.8132,0.4755,0.02807,0.09343,1.8901,3.5863,0.1933,NA,1.4581,0.7078,0.7369,0.6144,5.5767,0.6207,0.3717,1.095,0.2236,1.06,0.3018
0.5609,0.1556,2.3125,0.4396,1.0206,0.2141,0.528,0.2978,0.1334,0.6515,4.1274,0.1305,3.0533,1.3742,1.4321,2.4795,0.7247,4.1579,1.2551,0.1747,0.9508,0.3241,0.1748,0.4111
0.5798,NA,2.2128,0.2647,0.01452,0.4674,0.3102,0.1327,0.1982,0.9322,4.057,0.3558,NA,2.1144,0.2906,4.2295,NA,3.6187,2.9813,2.0796,1.2821,0.4377,0.3173,0
1.3086,NA,3.7623,0.6993,0.311,0.6075,0.348,0.1044,0.2331,0.2942,3.8037,0.6993,NA,4.2576,0.7552,0.04356,NA,6.5046,0.2195,0.4983,NA,0.5215,0.8546,0.3023
2.0752,1.2267,4.9176,0.7677,1.1058,1.0421,2.4276,1.6044,0.618,2.3812,5.0741,0.15,NA,4.3506,1.409,4.3231,1.2859,5.8226,2.1476,0,2.2658,2.8087,0.9989,1.4576
0.2712,0.08413,2.3529,0.08686,0,0.254,0.6568,0.2404,0,0.4348,3.2096,0.3726,NA,0.8864,0.326,0.01472,0.1563,5.3376,0.2843,0.1972,0.3428,0.1734,0.0637,0
0.9594,0.4685,2.8684,0.139,0.521,0.2538,1.2127,0.5526,0.03003,1.1229,3.8094,0.466,2.8093,2.9748,0.6556,3.742,0.09123,5.8173,3.1061,0.8567,1.0124,1.2814,0.5281,0.9731
0.4188,NA,3.8432,0,0.5937,0.2893,0.3552,0.267,0.2318,0.8659,3.4319,0.08508,NA,1.5052,0.6142,0.5862,NA,4.5075,0.08227,0.1422,0.8829,0.4303,0.5562,0.7703
0.5187,NA,3.4967,0.7477,0.05786,0.2706,0.1458,0.04047,0.543,0.4477,4.1128,0.2279,NA,2.709,0.3796,3.0172,NA,5.7164,2.4693,0.07306,NA,0.8693,0.2996,0.2199
1.2383,NA,3.5108,0.7558,0.2706,1.0899,1.4866,0.9098,0.4863,0.7984,3.6257,1.5557,NA,3.8423,1.249,2.7295,NA,5.549,3.1961,0.5758,2.203,1.9109,1.2805,0.7121
1.4834,0.8076,3.0876,0.03001,0.4278,0.5574,0.6652,1.0685,0.2019,0.5995,4.655,0.7135,3.7394,2.9305,0.4557,4.6732,0.9764,6.1199,3.6362,2.2723,2.0066,1.4119,0.6398,0.3618
0.7045,0.6639,2.6612,0.09142,0.6503,0.3671,0.7926,0.5411,0.1511,0.3849,3.5197,0.4002,1.7691,1.7677,0.3004,2.8214,0.2123,3.9711,1.4602,0.09336,0.688,1.5515,0.4505,0.494
1.0867,0.1484,3.7232,0.08034,0.5639,0,0.8178,0.7577,0.1057,1.2291,4.6765,0.5322,3.7963,3.4346,1.2606,1.6836,0.4732,5.115,0.6276,0.1161,1.3677,1.0603,0.6974,0.2076
0.7541,0.3452,3.5096,0.7263,0.7549,0.3282,1.2611,0.6233,0.2789,0.9214,4.9716,0.3749,2.2524,1.9984,2.7017,0.09919,0.6936,5.55,0.0802,0,1.4292,1.2299,0.7954,0.09867
1.3099,0.654,2.0796,0.01668,0.6978,0.2398,0.9185,0.868,0.1198,1.7294,5.0633,0.7755,3.5391,2.6133,0.4954,5.1399,0.2735,4.24,3.391,2.9418,2.1681,1.4747,0.9921,0.49
1.7872,0.5674,3.2302,0.6601,1.2718,0.6556,0.7462,0.7552,0.4818,1.0411,5.3635,0.8658,3.2033,2.9272,0.5463,4.4245,0.6448,6.0134,2.7378,1.8445,2.7873,1.2092,1.6598,0.996
0.3716,0.5991,3.1829,0.5762,0.2396,0.3702,1.452,0,0.4379,1.1171,2.9629,0.8969,NA,1.1787,0.6297,0.8152,0.5271,4.6377,0.3915,0.3382,0.23,0.1524,0.1195,0.2912
0.5312,0,3.1344,0.4683,0.004152,0.08879,0.7487,0.2727,0,0.9848,3.4086,0.1598,1.5352,1.297,0.6135,0.624,0.1815,5.0009,0.2219,0.06015,1.283,0.6572,0.4925,0.1201
1.1852,NA,5.0587,1.0796,0.6577,0.8625,1.9068,0.9563,1.1448,2.8994,4.3045,1.1898,NA,5.2619,1.3794,1.294,NA,5.9528,1.3092,1.4854,NA,1.7799,1.8371,0.8748
1.5452,NA,3.5166,1.0567,0.8691,0.6655,1.8387,1.1086,0.4722,0.6822,4.3288,0.6298,NA,2.7719,0.7099,2.7281,NA,4.3827,1.938,0.06695,NA,2.1776,1.29,1.3204
0.9276,NA,4.7402,1.1856,0.1527,0.09813,0.4591,0.2043,0.4521,0.9367,4.1851,0.5025,NA,2.2173,2.3407,1.5458,NA,5.8639,0.7028,0.5668,1.5482,1.0325,0.3747,0.1511
2.1382,NA,4.2296,0.7026,1.3543,0.7199,1.6009,0.6366,NA,1.4575,4.5453,0.6312,NA,3.081,0.5985,2.7093,NA,5.5901,1.3876,0.7607,NA,1.3801,1.5309,1.3994
0.7124,NA,3.0302,0.08719,0.1101,0.2136,1.6364,0.289,0.2107,1.0238,3.8685,0.2672,NA,3.9955,0.251,0.6516,NA,5.6488,0.1247,0.264,1.0814,1.3531,1.4418,0.2496
0.4895,NA,3.711,0.5998,0,0.332,0.2102,0.07498,0,0.4886,3.8201,0.1068,NA,1.2313,0.5262,0.3018,NA,5.015,0.2266,0.154,NA,0.1636,0.445,0.1358
0.6383,0.4237,3.5106,0.1305,0.7621,0.4385,0.8378,0.5612,0.08763,0.9695,4.0878,0.5832,2.9178,1.9146,0.5374,0.8364,0.1026,5.4331,0.3785,0,1.1235,1.397,0.6619,0.4055
0.6604,0.1392,2.6637,0.08131,0.4058,0.146,0.6256,0.4521,0.02041,0.4015,3.5731,0.3369,0.9262,0.741,0,0.557,0.03136,4.0051,0.2629,0,0.5043,0.698,0.4259,0
0.8059,0.3275,3.0683,0,0.5183,0,0.8084,0.494,0.2201,0.4785,3.8702,0.3679,2.1066,2.2588,0.1425,2.4655,0.4778,4.3007,1.0042,0.01353,1.4062,1.2743,0.6624,0.2714
1.4813,NA,3.2321,0.7811,0.3423,0.8776,0.4347,0.5903,0.8445,0.7398,3.9221,0.2976,NA,3.1862,2.4895,2.757,NA,5.4766,2.4876,1.3751,NA,1.3744,1.2564,0.9611
1.389,NA,3.7408,0.6999,0.6625,0.3302,0.5385,0.8361,NA,0.3995,4.3193,0.9484,NA,5.7676,0.4014,4.6897,NA,6.7594,2.7557,0.7874,NA,1.4183,1.2701,0.8709
1.0875,0.5492,1.1851,0.6622,0.3394,0.07728,0.5857,0.7048,0.1818,1.225,5.3017,0.1372,2.6998,0.9602,0.5897,0.2089,0.08016,2.5108,0.1862,0.3142,0.6757,0.8723,0.2489,0.09786
1.3972,NA,4.496,0.8759,0.04328,0.0771,0.2772,0.3309,0.8172,0.6636,4.8202,0.1615,NA,3.1476,1.1581,4.9922,NA,5.834,4.2582,2.1759,1.4663,1.4321,0.6282,0.3804
0.3367,0.01119,1.8194,0.7086,0.07474,0.0682,0.3899,0.5792,0,0.5071,3.9946,0,NA,4.1192,0.3811,0.3694,0.1592,3.5376,0.1545,0.2376,0.1753,0.8875,0.2193,0.02019
0.5376,0.4998,2.8308,0.0179,0,0.1102,1.6499,0.5306,0.5167,0.4073,4.1169,0.2007,1.8817,1.3881,0.5146,0.8524,0.672,5.5701,0.8278,0.241,NA,0.7847,0.6228,0.07841
1.5524,NA,3.4977,2.2772,1.2909,0.7388,1.8504,1.3171,NA,1.3919,4.7936,0.4498,NA,6.209,4.4022,0.9489,NA,6.5069,0.5129,0.8378,NA,1.9378,1.7331,0.6877
1.7103,NA,3.3987,0.7925,2.2305,1.2078,1.9288,0.9517,NA,NA,3.5976,0.5301,NA,4.7553,0.7138,1.4826,NA,7.3115,0.3205,NA,NA,1.9404,1.6287,2.0088
0.8549,0.7392,2.8197,0,0.1152,0.3542,1.6748,0.2774,0.02586,0.4923,4.8108,0.6987,NA,2.287,0.7562,1.652,0.4081,4.9047,1.0471,0.2945,1.6598,0.614,0.8994,0.1217
0.8829,NA,3.9523,0.6178,0.7076,0.4281,1.0441,0.4085,0.08494,0.756,5.0321,0.2454,NA,2.8467,0.533,1.0105,NA,4.1517,1.114,0.3786,NA,1.3627,0.7009,0.8417
0.4333,NA,4.8857,0.4778,0.1097,0.9028,0.5545,1.1936,0.5642,1.6028,5.1923,0.4216,NA,4.3234,0.5591,0.8896,NA,6.1947,0.1476,0.5751,NA,1.377,1.4968,0.1292
0.4191,NA,3.0955,0.3795,0.486,0.3958,0.5912,0.2186,0,0.6572,3.463,0.2589,NA,3.692,0.7896,0.753,NA,5.4258,0.6396,0.06209,NA,0.2672,0.4487,0.23
0.7389,NA,2.0176,0.4493,0.1516,0.203,0.499,0.7127,0.03601,0.5221,4.6979,0.4258,NA,3.7898,0.1127,0.9878,NA,4.7326,0.4287,0.2889,NA,1.6594,0.4625,0.2575
0.7336,NA,3.8781,0.3567,0.3304,0.5254,1.4315,1.1355,0.6582,0.6619,4.6853,0.4457,NA,4.8723,1.0831,0.8311,NA,5.3744,0.1612,0.581,NA,1.5621,1.299,0.6025
1.4669,NA,4.0282,1.7902,1.4963,0.8088,2.4415,0.429,1.6058,2.5189,4.4379,0.4139,NA,3.6344,1.8206,2.8683,NA,6.4203,2.7173,1.5586,NA,0.8225,1.5784,1.677
1.5025,NA,3.5825,2.5567,0.7194,0.8426,1.186,0.5288,0.118,1.6647,3.9825,0.1737,NA,3.6427,4.983,0.5292,NA,6.9527,0.1191,0.2288,NA,1.5204,1.6828,0.5181
0.7496,NA,4.6215,1.254,0.3413,1.1218,1.9617,0.815,0.689,2.1679,3.2273,1.7395,NA,3.4943,1.6718,0.92,NA,6.0885,0.6057,0.9735,NA,1.7164,1.7113,0.5767
1.5339,NA,3.341,0.9048,0.4053,0.3865,0.6628,0.3333,0.243,0.2302,4.2756,0.5314,NA,1.2569,0.7079,3.7813,NA,5.2985,3.5502,0.6036,NA,1.2875,1.0263,0.7446
0.3942,0.5156,2.8606,0.8825,0.432,0.6081,1.1993,0.1087,0.1327,1.5655,3.7515,0.08576,NA,1.4964,0.8633,1.2996,0.9828,5.6996,1.0097,0.1153,0.6876,0.5406,0.2191,0.8498
0.7015,0.5231,3.7846,0.4139,3.3811,0.2468,0.8074,0.2296,0.7397,0.5179,5.1333,0.8083,NA,0.1767,0.1639,0.5865,1.0329,3.3674,0.1287,0.1735,0.6517,0.3988,0.3351,0.3156
0.6207,NA,2.0636,0.1702,0.8437,0.4761,1.2189,0.4836,0,1.8791,4.5464,0.6473,NA,3.7264,0.4928,1.2671,NA,3.9915,0.6881,0.3817,2.388,0.9626,0.95,1.2474
0.3412,0.7787,2.4837,0.5504,0.3271,0.1988,0.5944,0.6256,0.2333,0.8635,4.8627,0.106,NA,2.8858,0.7831,1.7867,0.7369,5.8733,1.2459,0.01726,0.665,0.6507,0.9622,0.04829
1.0551,0.196,3.4438,0.1211,1.7113,0.272,1.6172,0.3951,0.07285,1.8441,4.1539,0.6011,2.5283,2.157,1.2494,2.4202,0.6056,6.5622,1.7235,0.2984,1.258,1.2242,1.5668,2.0435
0.4842,0.2941,1.6956,0.23,0.027,0.04694,0,0.1049,0,0.1765,3.2337,0.4895,1.6605,1.2816,0.01642,4.6005,0.01621,3.9556,3.251,0.0465,1.63,0.267,0.1669,0
1.6723,0.1278,3.0622,0.9168,0.5246,0.7904,0.6198,0.8545,0.08479,0.4765,5.0999,0.8047,4.389,3.8462,0.4906,2.8355,0.6272,5.7297,2.8096,0.9326,0.8884,1.3712,0.8447,0.245
0.8161,0.1393,6.5863,0.1914,0,0,0,0.261,0.04038,0.4507,2.4495,0.3158,2.0384,2.2885,0.4908,3.2117,0.07469,3.1892,1.8523,1.2483,1.1826,0.6679,0.3908,0.286
0.6478,0.01959,4.3483,0.2903,0.7534,0.07107,0.9077,0.8512,0.5476,0.7822,3.6862,0.1145,3.4648,3.1664,2.2368,2.1915,0.03994,5.8073,1.2338,0.2345,2.1313,0.9404,0.2957,0.4879
0.366,NA,3.0835,0.2601,0.05121,0.1307,0.05565,0.3971,0.04943,0.4975,4.7008,0.38,NA,4.441,1.155,3.051,0.2855,5.3368,1.9236,0.8935,1.8373,0.1766,0.419,0.09704
0.4365,NA,4.4662,0.8114,0.2117,1.068,1.4516,0.6586,0.008315,0.485,3.8386,1.1492,NA,4.218,0.3804,0.689,NA,5.9752,0.06311,0.1487,1.6359,0.6709,1.3881,0
2.1955,0.3872,5.8824,0.131,2.7696,1.0407,1.6492,0.8926,0.9012,2.9371,4.6508,0.5355,4.33,4.0017,0.4682,5.322,1.7552,6.6415,4.7855,0,1.1192,3.1949,1.5286,2.558
2.0767,NA,5.2114,0.86,0.4609,1.1585,2.3748,1.0766,0.7484,1.6859,5.65,0.5689,NA,3.3596,2.0844,5.6249,NA,5.9257,5.5723,0.3921,1.0626,2.3225,0.6549,0.4165
1.9928,0.2939,4.3652,0.2497,1.8469,0.2976,1.1138,0.9122,0.2892,1.5593,5.1316,0.003239,2.8655,4.7006,1.6262,4.8714,1.0767,5.8697,2.9688,0.1555,0.7067,2.2255,0.6138,1.0355
1.5524,0.6162,4.1782,0.4446,0.5944,0.1082,1.2293,0.7988,0.1817,1.3901,4.788,0.5534,NA,2.1884,1.2307,4.5513,0.797,4.5944,3.9755,0.1485,0.9015,1.389,0.1588,0.8585
1.0211,0.7336,4.2034,1.0759,1.889,1.0192,3.5666,0.8884,0.4634,2.5269,4.7139,0.9329,3.1885,2.83,1.7115,2.4741,1.7181,6.3166,1.6026,0.3804,1.4049,2.2436,2.1163,1.6683
0.3316,0,3.8043,0.03856,0,0.1665,1.9092,0,0,2.0069,3.844,0.2804,NA,3.7961,0.2428,2.3201,0.8172,6.3787,1.4573,0.2138,0.6449,0.175,0.6067,0
1.4761,NA,4.141,0.7279,0.9209,0.3706,2.5102,0.5491,0.349,1.4917,4.3976,0.8551,NA,3.6728,0.4361,3.5422,0.4307,5.1654,2.4436,1.6968,1.7389,1.3905,0.653,0.3159
0.5793,0.9927,3.8425,0,0.4949,0.3684,0.699,0.652,0.04379,0.09347,4.546,0.8087,NA,1.0161,0.6508,0.3595,0.9099,2.8461,0.3868,0.05878,1.4923,0.2655,1.1061,0.03477
0.7416,0.1142,2.3346,0.02301,0.1227,0.08275,0.2272,0.3596,0,0.3283,4.0549,0.8032,2.9901,3.0968,0.2085,0.5205,0,5.2187,0.02408,0,1.2001,0.6334,0.3707,0.03604
0.4603,NA,3.875,1.1972,0.3634,0.1315,0.3816,0.1384,0.029,0.7898,5.0863,0.1042,NA,2.2823,0.7722,0.5833,NA,6.6116,0.1858,0,NA,0.5558,0.8975,0.2041
0.4855,NA,3.2458,0.1362,0.7284,0.3702,0.6418,0.1488,0,1.1713,3.5884,0.3296,NA,3.1222,0.3543,1.1893,NA,6.1217,0.2773,0.1449,1.0923,1.0078,0.5869,0.8434
0.5344,0.1564,2.3103,0.1467,0.8272,0.5764,1.1181,0.02451,0,0.9297,3.3944,0.4214,2.4994,2.0795,2.6683,0.519,0.06216,5.0501,0.334,0.3349,1.9759,0.7187,0.7958,0.6147
1.3463,NA,3.803,1.7663,1.3411,1.7918,1.8783,1.0399,1.3888,1.4523,3.7254,0.4414,NA,3.3008,1.1707,3.016,NA,4.9936,2.0653,0.2772,0.9446,1.1629,0.8712,0.965
0.2977,0,3.4533,0.3541,0.0505,0.2049,0.09845,0.1444,0.1277,0.9237,3.7751,0.5503,NA,4.4146,0.2117,0.1658,0.7225,6.476,0,0.04864,0.0784,0.1041,0.096,0.0005163
1.3221,0.6011,1.527,0.2685,0.918,0.7387,1.5767,1.035,0.6435,0.8584,4.3663,0.7917,NA,3.7898,1.4092,1.5472,1.0166,5.6099,1.2459,0.9667,2.3001,1.6053,0.7681,1.6905
1.599,NA,3.6758,0.1048,0.005817,0.5932,0.9435,1.6086,0.2549,1.4081,4.71,0.3025,NA,5.4861,1.0647,0.6163,0.2491,7.0239,1.3769,0.7895,1.9556,1.734,0.7322,0.1029
0.7651,0.873,4.2668,0.3374,3.5677,0.1964,0.2328,0.7979,0.8391,1.1876,5.0888,0.6273,NA,3.8426,0.7937,0.04551,0.9007,6.6977,0.09979,0.6038,1.5268,0.1526,0.7107,0.491
1.3266,0.8895,4.4923,0.2519,0.1412,0.2836,0.8254,0.7973,0,0.3262,5.0094,0.8047,NA,3.1666,0.966,5.7584,1.4388,5.1776,4.1926,2.6493,2.4944,2.0928,0.7751,0.1882
1.0647,0.286,3.2288,0.1891,0.3184,0.8828,0.4409,0.6033,0.0838,0.7126,2.8012,0.1783,NA,0.08307,0.36,0.1998,0.4013,1.8457,0.5965,0.03817,0.9544,1.2603,0.98,0.1776
1.0482,0.4732,2.9418,0.1218,1.4357,0.3662,0.7506,0.8719,0.6911,1.6435,4.264,0.4633,NA,2.0796,0.7728,3.6668,0.5514,5.6597,2.4557,0.7734,1.9399,1.5223,1.3765,1.6179
0.9727,0.07783,2.8123,0.2992,1.0323,0.7236,2.2222,0.5743,0.4514,1.6073,4.6118,1.3616,3.6816,2.0783,0.2826,1.3723,0.268,5.2836,1.5972,0.3427,2.0829,2.0012,0.8821,1.1932
0.4436,0.4834,4.5681,0.03316,1.0601,0.5891,1.9891,0.4561,0.6198,2.4608,3.4336,0.5556,NA,1.4616,0.366,0.0898,0.1289,4.3317,0.3713,0.3035,1.2499,0.8811,0.7558,1.3557
0.4367,0.1586,1.6359,0.08983,0.6214,0.6553,0.8634,0.04633,0,1.9546,NA,0.04823,NA,1.5681,0.4629,1.1635,0.7979,3.6008,1.1445,0.02881,1.0381,0.3799,0.6117,0.4024
0.5156,NA,3.6717,0.8163,0.2334,0.03943,0.2138,0.208,0.3271,1.0744,4.2741,0.0401,NA,2.5993,0.9201,1.9951,NA,4.9409,1.1768,0.2596,0.5655,0.127,0.3008,0.1777
0.2538,0.2575,3.8639,0,0.2025,0.4288,0.4801,0.4021,0,0.4577,4.1861,0.05614,NA,1.2176,0.5308,1.2618,0.4447,6.8292,0.2979,0.3128,1.2571,0.7075,1.1832,0.05836
0.5273,0.3956,1.0525,0.4686,0.6681,0.2088,1.181,0.5166,0.2981,0.8072,4.53,0.4714,2.4196,2.1888,0.4948,0.4673,0.1474,4.959,0.01832,0,0.9371,0.7985,0.1317,1.3084
0.6863,0.2845,2.0055,1.2067,0.1451,0.2442,0.943,0.2485,0.1374,0.9908,4.3852,0.04995,NA,1.3273,0.2302,1.3371,0.4209,4.6237,1.7,0.3584,0.837,1.0013,0.3053,0.9051
0.975,0.8973,2.1617,0.3423,0.7705,1.9892,0.8571,0.8985,1.0586,1.054,6.1876,1.3007,NA,3.7783,0.6424,0.7106,1.5875,5.0317,0.8535,0.1086,1.0966,1.496,0.3257,0.4083
0.5665,0.7939,5.1603,0.2629,1.9562,0.141,1.9008,0.4794,0.3693,1.9234,4.0829,0.05019,NA,3.2542,0.5883,2.2958,0.4639,4.7772,2.4745,0.2541,1.672,0.9511,1.2244,1.5452
1.8406,0.4831,3.367,0.2238,0.3895,0.2678,0.1909,1.0813,0.5019,1.7773,5.2359,0.5737,NA,3.5555,0.1852,0.1828,0.114,5.3401,0.5556,0.1933,1.2862,2.2681,0.5467,0.1233
1.1129,0.2853,2.2556,0.2029,0.2457,0.9866,0.6943,0.8252,0.06644,0.4278,3.1806,0.2087,NA,2.5255,0.5103,0.8916,0.4081,4.6231,0.8398,0.07696,1.4521,1.8553,0.8019,0.4275
0.9409,NA,4.0906,0.7764,1.8794,0,1.5346,0.5558,0,3.4375,4.4571,0.3294,NA,3.8619,0.3061,2.6201,0,7.1184,2.3452,0,1.0867,0.5994,0.5781,2.316
0.2815,0.3623,4.9795,0,0,0.2745,0.02141,0.6468,0.6185,1.1728,3.9164,0.2463,NA,3.7506,0.4167,0.1012,0.2707,5.6311,0.4372,0.02023,1.1019,0.6457,0.3533,0
1.2973,0.6314,2.6201,0.8502,0.1266,0.7121,1.3076,0.7189,0.07391,0.9662,3.5354,0.3072,3.0324,3.209,1.2443,2.2362,0.2713,4.1891,1.669,0.5061,1.3744,0.818,0.1423,0.08464
1.1488,0.1523,4.2291,0,0.3039,0.679,0.3243,0.7983,0,0.8889,3.9704,0.3336,NA,1.7974,0.269,2.7425,0.4562,5.8456,0.7937,0.4574,1.9411,1.6733,1.1431,0.2512
1.3274,0.5817,3.4082,1.8311,0.756,0.1651,1.1414,1.1702,0.5029,1.2443,4.6095,0.497,4.69,4.6049,2.3182,2.0909,0.9603,6.5265,1.3028,1.5137,2.8929,2.0993,1.2355,0.6055
0.7471,0.3601,3.3439,0.2668,2.9047,0.0506,0.4847,0,0.04103,0.6819,5.2138,0.7789,4.3951,4.2169,0.2658,0.04932,0,5.046,0,0.19,1.4072,0.0109,0.396,0.6481
0.8653,1.2124,5.2263,0.5331,1.2279,0.211,0.4442,1.1576,0.8722,2.4009,4.804,1.1606,NA,3.5655,0.4422,1.0717,0.7249,7.5435,0.4836,0.6333,2.3484,3.0305,2.867,0.4495
0.8738,1.2436,6.109,0.4056,4.381,0.7817,2.0389,0.5961,0.6826,1.4258,4.5723,0.4951,NA,3.5494,0.6739,2.0757,0.7402,5.695,1.7723,0.6974,1.8996,1.8145,1.0356,0.9619
1.5148,0.6846,4.6678,0.2498,0.7341,1.0122,1.3457,1.0034,1.163,2.1597,5.1185,0.5541,2.6425,2.6347,0.3309,1.683,0.3956,5.1548,1.2003,0.6723,1.249,1.324,0.8411,0.4888
0.4519,0.5618,4.1075,0.5117,0.05188,1.2492,0.6725,1.5929,0.06108,1.1921,4.3444,0.1642,NA,2.6745,0.2157,0.01881,0.7428,5.2411,0.2843,0.6343,1.4272,1.8596,1.4453,0.2662
0.7722,0.1709,3.6966,0.4776,0.416,0.8099,1.5531,0.9083,0.424,1.8852,4.441,0.5063,4.5191,3.6724,0.6445,2.6029,0.5323,5.7734,1.535,0.9257,2.9719,1.8013,1.8003,0.8934
2.2898,0.6602,4.5407,0.6015,0.4741,1.2915,0.983,1.1658,0.9484,1.2123,5.5697,1.2294,4.6555,4.0509,0.7225,2.1278,1.3601,6.559,1.9268,0.5567,2.3576,2.1525,1.5069,0.3828
0.4023,0.1617,2.8103,0.3944,0.3181,0.09049,0.4595,0.03085,0,0.5531,3.2022,0.2041,2.4213,0.8191,0.037,0.2342,0.312,2.7161,0,0.01235,0.2124,0,0.2215,0.1893
0.5085,0.3957,4.7362,0.2974,0.3383,0.5333,0.3956,0.9729,0,0.4953,5.165,0.1405,3.2961,3.6049,0.501,5.29,0.6016,5.3406,4.2032,0.1104,1.3903,1.467,0.6555,0.01577
1.8071,1.0258,2.9737,0,0.5612,0.2842,1.2774,0.8489,0.4832,0.6431,4.3266,0.4878,3.7048,3.5564,0.3765,0.104,0.1887,6.0694,0.2236,0.2537,1.8359,1.6125,1.49,0.2072
1.2564,NA,4.7346,1.1941,1.1401,0.1992,1.3741,0.4683,0.2541,2.7298,5.3576,0.2901,NA,2.3581,1.1435,2.6857,NA,5.2099,1.6772,0.2032,1.5306,0.4782,0.7652,2.1038
0.7086,NA,2.6091,0.4523,0.3471,0.1969,1.8946,0.2731,0.4006,1.5061,2.8148,0.3345,NA,2.5762,1.2891,0.56,NA,5.4493,0.6753,0.3832,NA,0.4094,0.7068,0.5515
1.0587,0.8952,3.0622,0.5715,0.6323,0.8192,1.3929,0.6441,0.5282,1.2521,3.5077,0,2.7288,2.0667,0.9819,0.3764,0.7225,4.0307,0.6637,0.8197,0.67,1.8601,0.4795,0.08303
1.0772,0.6286,4.2666,0.1003,1.265,0.4344,1.9496,0.3303,0.7058,1.2997,4.0263,0.6806,3.8206,4.0447,0.4993,0.9762,0.0816,6.6468,0.8854,0.4148,1.3055,1.8908,0.8313,0.9259
1.268,0.3225,2.789,0.6865,0.216,0.3687,0.6949,0.4066,0.2855,1.3425,3.6298,0.3099,2.4491,2.0429,1.0396,0.5834,0.5809,5.2136,0.9356,0.5032,1.378,1.4364,0.7234,0.0282
0.8652,0.6587,4.248,0.01816,1.037,0.2568,1.1904,0.2385,0,1.5278,3.219,0.4213,1.2647,1.2417,0.672,1.9066,0,5.3639,0.6335,0.2625,1.0794,1.0372,0.3085,1.2624
1.0362,0.5739,1.1265,0.6265,0.8124,0.3516,0.3366,0.5516,0.08142,0.8879,3.8931,0.8639,2.821,2.475,0.5557,0.9959,0.2366,1.3967,0.1423,0.3496,2.2068,0.4315,0.5726,0.3108
1.5696,0.4418,2.8877,0.1986,0.4151,1.0087,1.8074,1.2299,0.04193,0.6648,3.936,1.0207,NA,3.4086,0.2806,1.2644,0.7472,4.3199,0.9725,0.2665,2.517,1.5411,1.0308,0.9973
0.1471,0.1786,1.8256,0.2933,0.4862,0.1515,0.2212,0.2978,0,0.8445,3.2919,0.06314,NA,3.6914,0.591,0.04767,0.227,5.2538,0.003172,0.1945,0.4712,0.1913,0.4745,0.2757
2.0128,NA,2.6195,0.7685,0.3646,0.4112,1.3394,0.4837,1.0696,1.5356,4.3873,0.5742,NA,1.3133,0.6466,1.9218,NA,3.4138,1.8228,0.2167,1.5365,2.8196,0.7739,0.4157
1.1907,NA,2.5368,0.09334,0.08355,0.3259,0.3985,1.1172,0.4597,0.9418,5.2683,0.3163,NA,3.1954,0.5947,3.5526,0.8092,5.2472,3.1582,0.07928,NA,1.356,0.2845,0.03266
0.5915,NA,2.5308,0.5687,0.2801,0.8702,0.6213,0.9383,1.342,0.7031,4.3922,0.7151,NA,3.618,1.5732,2.4054,NA,6.988,1.4041,0.7115,1.397,1.9352,1.0815,0.01824
0.1276,0.08987,2.0606,0.8206,0.2067,0.1352,0.04521,0.4193,0.5282,0.2162,3.1265,0.06403,NA,0.8919,0.7057,0.3718,0.5886,4.9445,0.3714,0.1018,0.6721,0.2347,0.3549,0
1.0303,0.3182,2.5251,0.7433,0.2499,0.1726,1.5087,0.3304,0.06135,1.1811,4.0163,0.2679,NA,3.1845,1.0942,0.9204,0.7713,5.6514,0,0.1546,1.5524,0.408,0.7231,0.3605
0.2086,0.1172,1.2846,0.4499,0,0.4677,0.3754,0.05411,2.2908,0.8999,3.683,0.2117,NA,1.8545,0.2256,0.5391,0.3664,5.8226,0.4582,0.1792,0.5931,0.4494,0.3913,0.1981
