"AEW541_ActArea","Nilotinib_ActArea","17-AAG_ActArea","PHA-665752_ActArea","Lapatinib_ActArea","Nutlin-3_ActArea","AZD0530_ActArea","PF2341066_ActArea","L-685458_ActArea","ZD-6474_ActArea","Panobinostat_ActArea","Sorafenib_ActArea","Irinotecan_ActArea","Topotecan_ActArea","LBW242_ActArea","PD-0325901_ActArea","PD-0332991_ActArea","Paclitaxel_ActArea","AZD6244_ActArea","PLX4720_ActArea","RAF265_ActArea","TAE684_ActArea","TKI258_ActArea","Erlotinib_ActArea"
1.0149,NA,3.05,1.5203,0.8222,0.9645,1.0306,0.8758,0.4401,0.6723,3.7306,0.7339,NA,1.0026,0.8547,0.8845,NA,4.7368,0.4998,1.2764,NA,0.8824,0.3967,0.8118
0.472,0.05258,4.4626,0.3471,0.5864,0.9368,0.7877,1.4918,2.0354,0.7499,6.1087,1.8156,NA,4.0798,0.9452,0.9237,0.3291,6.6008,1.5451,0,1.7105,2.4755,0.2781,0.6185
0.7745,0.4704,4.5197,0.3775,0.2492,0.5714,0.3153,0.9347,0.1173,1.8715,5.7256,0,NA,3.4198,0.2184,0,1.0644,6.9625,0.3342,0.06624,0.8468,0.8332,0.2399,0.007088
0.2846,0.6152,2.0988,0.04249,0.143,0.3451,0.05758,0,0.5253,0.4424,5.2913,0.2965,NA,3.6682,0.1574,0.2912,0.6972,6.1963,0.1883,0,0.5594,0,0.2027,0.7337
1.3449,0.7346,2.2767,0,1.4312,0.4036,2.0615,0.7279,0.00776,1.9499,4.6721,0.2239,NA,1.3702,0.5307,2.6013,0.7911,3.4819,1.6091,0.4087,1.1062,1.4705,0.527,1.128
1.9883,0.6998,2.7715,0.1814,0.3363,0.21,1.0395,1.0904,0.9015,1.3934,5.2424,0.5736,5.3432,5.0616,0.3386,0,0.5761,6.7784,0.7745,1.0572,2.7301,2.3471,1.6445,0.8541
0.7268,NA,3.4843,0.8834,1.2981,0.8451,1.5541,0.5536,0.3731,1.2382,3.9718,0.3544,NA,2.8842,2.374,2.8579,NA,5.4667,1.9699,0.8857,NA,1.6433,1.1114,0.7307
0.9139,0.2995,2.7409,0.134,1.4545,1.3545,0.9871,1.1761,0.3069,0.7915,3.208,0.08526,NA,0.9215,0.2866,3.2706,1.143,4.4405,2.526,0.5632,2.1873,2.1361,0.8879,1.1241
1.4655,NA,3.9646,1.0051,0.8682,0.8932,0.6638,0.7115,0.4492,0.6495,3.7899,1.0406,NA,2.5168,2.3149,0.9657,NA,5,0.9279,0.6943,1.972,0.914,1.0832,0.6863
0.8731,0.2585,2.5866,0.1203,0.7347,0,1.5751,0.03693,0.7817,1.4384,3.7871,0.5294,1.7593,2.833,0.2743,1.1822,0,5.4401,1.3455,0.1457,2.0805,0.8138,1.4313,0.7614
0.7879,0.8356,2.1792,0.04114,0.8684,0.4031,1.2041,0.4585,0,1.6699,4.2403,0.2187,NA,1.9017,0.7082,1.2638,0.2167,4.0593,0.06857,0,0.5924,1.487,0.3855,0.9732
0.4969,0.4446,2.8494,0.0805,0.2517,0.129,0.4559,0.2376,0.02568,0.07919,3.9183,0.6857,1.4957,1.5113,0.8402,0.2473,0,5.5243,0.04748,0.1525,1.0873,0.6445,0.3967,0.1529
2.0005,0.8691,3.7881,0.3177,0.9961,1.0225,0.1371,1.5335,0.816,1.2516,6.6543,0.8896,4.3181,4.5726,0.3087,1.5045,2.0179,7.1779,0.708,0.02725,0.6449,2.8381,1.8328,1.1015
0.8602,0.764,2.6941,1.2709,0.06963,0.4614,0.4784,1.7782,1.3271,1.5751,5.8283,1.6474,4.3871,5.1368,1.1233,5.0744,1.6632,6.1507,5.0531,0.6209,3.1142,1.7366,2.1507,0.6706
0.8646,0.2903,4.1338,0.9126,0,0.4705,0,0.3137,0.4312,0.544,4.7173,0.4594,2.9539,3.3792,1.8433,1.7332,1.0592,6.8034,1.1826,0.01322,1.4383,0.8137,0.8267,0.161
1.2942,0.5671,2.0891,0.5666,0.484,0.6712,1.0272,0.3542,0.8903,1.7264,3.703,0.1781,2.6355,3.0377,0.5032,1.4195,1.0933,4.5833,1.062,0.3015,1.6155,1.3852,1.0118,0.5309
2.2083,1.1281,4.6858,1.1746,1.0477,0.9006,1.095,1.823,1.117,1.1913,5.3488,0.7751,5.1446,4.8915,0.9537,3.7935,2.1291,6.2491,2.9897,0.7281,1.9702,2.6934,1.4316,0.8298
1.5767,0.5356,5.2031,0.1787,0.9483,0.5896,0.5512,1.2301,0.5105,1.521,4.3637,1.1541,4.895,4.6107,0.7001,2.6236,1.362,6.1904,2.0438,0.6577,2.4714,1.7623,1.7953,0.8666
2.91,1.4553,3.5192,0.7987,1.361,0.3091,0.5543,1.6563,2.1505,0.6458,5.8871,1.2637,4.8773,5.0621,0.4994,0.3285,1.8031,6.6117,0.7945,1.258,1.1614,3.5637,1.2422,0.2969
1.2515,0.4273,3.2581,0.9258,0.6075,0.04665,0.2625,0,0.148,0.573,4.287,0.1997,1.4986,2.3142,0.4106,0.899,0.302,3.5975,0.00429,0.05401,1.438,0.41,0.8439,0.3761
0.4973,0.4622,3.0933,0.008632,0.09769,0.8851,1.2097,0.4304,0,0.4319,3.5037,0.8425,1.5558,2.197,0.3274,1.7013,0.341,4.864,0.1945,0.5426,1.4921,1.3057,0.4566,0.2328
1.2927,5.944,4.4584,1.8126,1.6375,1.5495,4.2576,2.9461,1.5834,3.1671,5.185,2.1583,4.4747,4.8071,1.8245,3.9475,0.8892,6.8572,3.0029,1.7843,2.5185,2.6798,2.1103,1.5548
3.717,1.8774,3.4416,1.1948,1.1746,0.7887,0.4197,1.9573,1.7798,0.8516,5.8292,0.9919,4.2888,4.8473,0.3238,3.0813,1.9908,6.2541,2.674,0.2295,1.0632,4.532,0.5264,1.043
0.1172,0.2326,3.1995,0.2599,0.5269,0.3311,0.7791,0.03532,0.1213,1.682,3.2598,1.0356,3.5079,3.8791,0.2136,0.2316,0,4.6615,0.0567,0.2626,0.6273,0.1918,0.5043,0.6125
0.3949,0.01426,4.2994,0.8383,0.4407,0.2796,0.01229,0.113,0,0.6459,4.6034,0,2.1382,2.1438,0.7617,2.3614,0.1997,5.1202,1.2196,0,1.3711,0.3795,0.6439,0.1784
0.3628,0.3396,3.6046,0.2262,0.7029,0.3646,0.08281,0.544,0.324,1.2156,3.9488,0.4565,2.0752,2.3615,0.4118,2.3323,0.2356,4.1198,1.4631,0.2696,1.6195,0.7162,0.5208,0.4576
0.4127,0.2728,3.853,0.2795,0.5346,0.5073,1.1537,0.7377,0.2999,1.3023,3.7029,0.1169,2.2827,2.841,0.7127,2.4758,0.7226,6.0363,1.2031,0.615,2.2201,1.3825,0.6178,0.3822
0.7872,0.3645,2.2799,0.2805,0.1414,0.4619,0.5733,0.1365,0.0872,0.6026,4.6644,0.3034,NA,2.99,0.5083,0.592,0.07361,5.1205,0.6032,0.09693,0.9991,0.6456,0.6331,0.4473
0.1955,0.5323,4.6862,0.5421,0.4616,0.1335,0.1751,0.7284,0.06052,0.5306,4.4044,0.852,3.2408,2.7943,0.8957,0.1312,0.07914,5.8464,0.07603,0.215,2.5085,0.4049,0.8078,0
2.0875,NA,3.5,1.5377,1.4973,0.6988,1.8817,1.1889,NA,2.5282,4.1571,0.6577,NA,1.9431,1.1054,2.2204,NA,4.9761,1.2348,0.5977,NA,2.8724,1.5021,1.7747
2.7443,1.0504,3.3319,0.5025,0.5023,1.3029,1.0388,1.827,0.2392,1.1326,5.1937,1.011,NA,2.8988,0.9145,1.1063,1.0097,4.8643,0.5364,0.8964,1.9759,3.3946,1.2916,0.5904
0.8125,0.5581,4.5797,0.2587,2.0762,0.2675,1.6338,0.493,0.09828,1.3526,3.7483,0.4548,NA,1.2184,0.5034,1.6269,1.2174,5.6339,0.9032,0.02614,1.2052,0.5027,0.2642,0.8402
0.4276,0.4371,3.1786,0.3651,0.146,0.07149,0.1606,0.1829,0.5617,0.3685,5.0138,0.1544,3.1566,1.0891,0.7152,0.238,0.2178,4.3906,0.06316,0.07136,0.8191,0.1146,0.494,0.003827
0.8225,1.4706,2.4531,1.6126,1.1782,0.9376,0.7863,0.7721,0.7208,3.339,5.0758,1.2738,3.6618,3.0713,0.7948,1.1049,1.186,4.1261,0.3154,0.9701,1.5241,1.1543,0.8098,0.7348
3.2272,2.0814,5.4708,1.3851,1.0317,1.1197,0.3816,1.1346,0.9272,2.0596,5.3877,2.1886,3.367,2.9832,0.9629,1.1908,1.8915,7.4167,1.1922,0.5022,2.4387,3.1159,2.8555,0.2748
1.0599,0.3059,4.4144,0.6425,0.212,0,0.4543,1.9426,0.7225,0.7623,3.9219,0.691,3.2093,2.3036,0.1999,1.7523,0.5408,6.5694,1.0904,0.1093,1.5502,1.1314,0.9038,0.21
1.5188,0.5221,2.8221,0.3528,1.1427,0.4792,0.4174,0.3858,0.06147,1.2628,3.8736,0.4823,NA,1.9144,0.3899,1.0631,0.5574,4.0212,0.3826,0,1.2418,1.1325,0.6301,1.0481
0.5949,0.1649,2.0498,0,0,0.01026,0.6355,0.2841,0.2596,0.7451,3.29,0.09018,NA,1.1671,0.3845,0.9822,0,3.7749,0.1949,0.1145,1.4015,1.1179,0.4967,0.258
0.6478,0.2995,3.6685,0.4237,0.233,0.9093,1.0054,0.7684,0.876,1.3015,5.6306,0.6616,5.0752,5.4387,0.4415,0.4468,0.6872,7.3811,0.4438,0.828,2.7114,1.5231,1.8613,0.8743
2.4276,0.8637,0.4375,0.8209,1.3765,0.1633,1.4463,1.7715,0.1883,1.8442,5.963,0.9115,2.9569,0.233,1.3674,0,0.09552,1.0722,0.03365,0.01988,0.4277,1.284,0.9487,0.194
1.0097,0.7505,3.6359,0.05354,0.3305,0.176,0.801,1.0484,0.7627,1.5656,4.4176,0.4772,1.955,2.186,0.151,0,1.3939,6.2021,0.08234,0.2173,1.6065,2.0106,1.5571,0.2264
1.9451,0.8515,3.2861,0.1069,1.8359,1.0448,1.1566,0.5817,0.1339,1.5094,4.4987,0.6557,NA,3.9514,0.9741,1.5501,0.6779,5.9003,1.1293,0.1109,1.674,1.7285,1.0585,1.5519
1.0295,0.8153,4.9358,1.2881,2.9416,0.7802,2.712,1.7116,0.2719,2.6187,5.8552,0.3093,NA,3.955,0.09055,4.7079,1.2862,6.0989,3.634,0,0.6769,0.3712,0.7171,2.6443
1.0301,0.2208,3.6072,0,0.3697,0.2093,0.1051,0.5299,0,0.02721,3.0692,0.2971,1.7798,2.0497,0.09633,3.8973,0.3245,5.3291,2.9909,0.07445,0.4812,1.1591,0.475,0.3479
0.6584,0.207,2.1995,0,0.02975,0.01784,0.6927,0.6175,0.01432,0.2382,3.6763,0.06255,2.2248,1.728,0.07697,0.586,0.1407,4.0347,0.103,0.06697,0.7917,1.0183,0.3645,0.08698
1.8889,1.5839,3.5771,1.5408,1.158,0.3706,0.7628,0.9584,1.3131,0.834,5.5777,1.6069,3.531,3.6748,0.3667,2.3543,0.9088,6.5537,2.0524,0.1556,1.0642,2.7704,0.6123,0.2421
0.8491,0.308,1.4558,0.1112,0.5385,0.2616,0.3515,0.3931,0.6287,0.7705,5.0687,0.1786,4.3177,4.8522,1.0089,0.3607,0.1648,4.6718,0.333,0.1221,1.1519,0.1368,0.4787,0.1312
0.6726,0.12,2.5398,0.5316,0.005816,0.1132,0.3172,0.05595,0.1234,1.4536,4.2803,0.2461,NA,3.0622,0.9634,0.2984,0.5391,5.7467,0.1024,0,0.01284,0.04795,0.3664,0
1.68,1.4199,3.4997,1.2301,0.7425,1.0177,1.2907,1.9154,0.7216,1.5493,6.2215,0.7262,NA,4.0129,2.1283,5.1608,0.6579,6.5788,4.2205,0.109,1.7692,1.8444,1.1536,0.7256
0.065,0.1194,3.2913,0.1439,0,0.2972,0.706,0.1958,0,0.9404,3.3849,0.2574,2.6212,2.4369,0.5511,0.9588,0.3181,5.4626,0.5331,0.2678,0.4746,0.2892,0.3319,0
0.5479,0.4549,3.4429,1.1388,0.7597,0.7641,0.1945,0.7702,0.2133,1.05,4.5348,0.06738,3.5016,2.6696,0.5549,1.1514,0.7598,6.143,0.3858,0.1291,1.3312,0.6085,0.369,0.2068
0.329,0.2469,4.0161,0.2618,0.1602,0.7626,0,0.3367,0.1654,1.3958,4.0976,0,1.1385,1.22,0.1933,4.4939,1.0254,3.8473,2.5274,2.1201,1.518,0.3535,0.7289,0.05907
0.6452,0,3.0332,0.2403,0.2531,0.3264,0,0.3619,0.7164,0.2687,5.3657,0.4186,4.533,4.1958,1.0691,0.351,0.5989,4.6431,1.0545,0.136,0.4474,0.3275,0.3037,0.67
0.425,0,1.9739,0,0,0.05201,0.02867,0.6631,0,0.3741,4.6377,0.007735,3.5768,3.7927,0.1439,0,0,6.8648,0.01673,0.04168,0.2494,0.5449,0.8521,0
1.5025,0.6001,5.7504,0.5538,0.1875,0.9422,0.4195,1.3255,0.8434,1.0471,4.8613,1.204,NA,4.4189,0.6715,5.6956,0.9274,7.0778,4.57,3.1984,2.1484,2.9966,0.9085,0.6326
0.8843,0.278,1.5499,0.05912,0.1797,0.4246,0.6314,0.2711,0,1.1332,3.3569,0.5036,1.6665,1.3044,0.4588,0.7212,0,1.808,0.2108,0.3743,0.8266,0.3874,0.2176,0.3379
1.0399,0.2426,3.0959,0.2016,1.1902,0.4339,1.327,0.5851,0.1084,1.7242,4.0381,0.1132,NA,1.549,0.2459,1.8972,0.7641,3.249,1.3218,0.161,1.0461,1.4364,0.3888,1.7382
1.549,1.2189,1.6599,0.495,1.0099,0.7082,1.733,0.7615,0.4816,1.9067,3.1822,0.2538,NA,2.2804,2.5589,0.6151,0,5.2994,0.6264,0.2998,1.1065,1.3722,1.098,0.9895
0.5514,NA,2.76,0.3495,1.3231,0.353,1.4272,0.3047,0.7975,1.8158,3.3199,0.09899,NA,2.1403,0.3005,1.4853,NA,5.5189,1.2877,0.3734,NA,0.5987,0.5079,1.4667
0.5976,0.5632,1.7971,0.7342,0.6419,0.9586,1.5831,0.7625,0.1714,1.6344,4.3321,0.6244,1.9354,1.4401,0.7563,1.1681,0.7329,2.7287,0.406,0.3276,1.1131,0.3371,0.898,0.7291
0.6128,1.1133,3.0948,0.1965,0.3417,0.0221,0.3408,0.7383,0.374,0.9044,3.8108,0.911,NA,1.1193,0.7315,1.2316,1.2294,2.9045,0.4916,1.198,2.7976,1.7504,2.1269,0.4755
1.2309,0.7352,4.0027,0.161,0.3739,0.8821,0.9273,0.8152,0.343,1.0302,3.9247,0.4278,NA,1.7406,0.2781,1.6776,0.6559,5.688,1.1769,0.1665,1.5223,1.6332,0.9104,0.4374
0.7637,0.4948,2.6454,1.3855,0.3472,0.5038,0.07896,1.3834,1.0578,0.4324,6.1262,1.1751,3.9479,3.9765,0.6745,4.5666,0.4643,5.4592,3.4009,0.3729,3.1639,1.5481,1.3363,0.8033
0.9526,0.5877,2.7719,0,0.3474,0.08125,0.5959,0.4382,0.05543,0.5404,4.1631,0.5917,3.7926,4.3635,0.2755,1.0433,0.4761,4.6195,0.2737,0.2292,1.8753,1.3627,1.4397,0.07066
0.497,0.3269,3.6265,0.6993,0.5455,0.4692,1.0556,0.2154,0.8261,1.8526,3.9169,0.4755,2.0173,2.5829,0.4892,1.1151,0.1502,5.7321,1.1646,0.2797,2.4101,0.5714,0.8186,0.7714
0.7401,0.2333,4.2099,0.02274,0.3236,0.6211,1.2078,0.4855,0,1.1288,4.0713,0.2544,3.4861,2.792,0.3427,2.6134,0.2368,5.4653,1.7413,0.2093,0.4156,1.3872,0.2396,0.3004
1.0457,0.7679,3.9558,0.06233,0.8197,1.2615,1.3081,1.0859,0.02302,0.6381,3.6605,0.06581,NA,4.2077,0.1944,2.9671,0.3129,4.7138,1.5884,0.6876,1.7576,1.7119,0.8337,0.5871
0.6413,0,1.2479,0.01955,0.02839,0,0.002277,0.03364,0,0.2589,4.2588,0.02052,NA,4.0031,0.02943,0.283,0.3478,2.3948,0.05558,0,0.09724,0,0.09438,0.01286
1.5338,0.08913,1.4162,0.3157,0.717,0.2647,2.1467,0.3046,0.03254,2.0009,4.1861,0.1891,NA,3.4388,0.1773,1.5846,0.01805,4.5754,1.7254,0.5411,0.4918,0.9959,0.7177,0.4351
0.6785,NA,4.0847,0.2556,0.2133,0.4817,0.1531,0.8244,0.1955,0.6356,4.6286,0.1179,NA,3.3672,0.9264,2.4808,0.03595,6.7248,1.8734,0.07934,1.7451,0.5672,0.5673,0.02918
0.7475,0.8483,3.0497,0.3437,0.3981,0.4068,0.7401,0.423,0.2508,0.8015,3.572,1.0198,NA,4.0293,0.1451,4.1166,0.6578,5.5116,3.0122,0.7931,1.5063,1.1913,0.9215,0.4709
0.7664,0.5619,1.9673,0.04829,0,0.3907,0.7234,0.4279,0.107,1.206,3.6326,0.2473,2.342,2.0789,0.2282,0.02419,0.2948,2.8757,0.07562,0.5288,0.848,1.4239,0.9151,0.05132
0.4646,0.6032,2.2438,0.4189,0.8009,0.5763,0.6582,0.7718,0.6169,1.2854,4.3973,0.5017,NA,1.0246,0.5216,0.8872,0.1523,5.0352,0.5237,0.6078,0.981,2.1719,0.05448,0.4553
1.8219,0.05606,5.2972,0.5645,0.6303,0.2892,1.1726,1.3442,0.09673,1.0918,4.6373,0.6177,3.7968,2.9384,1.3409,0.1421,0.343,6.0169,0.4363,0.03845,1.632,2.2016,1.3166,1.1779
1.5387,NA,5.2974,0.7496,0.5676,0.4562,0.7807,0.5101,0.555,1.4222,5.2321,0.7144,NA,2.6169,1.3568,2.4419,0.4059,2.9957,1.5726,0.4982,1.1223,1.0644,0.2617,0.4533
1.4152,0.09498,2.2298,0,0.2645,0.6109,0.1153,0.3502,0.0563,0.5891,3.7592,0.3728,2.3517,2.9514,0.07069,3.2477,0.1182,3.6134,2.2851,0.08871,1.3007,0.995,0.9111,0.2869
0.845,0.8844,3.5069,1.221,0.5103,1.6156,1.7904,3.4785,0.7244,0.7248,4.7462,0.2575,NA,3.0074,0.7589,2.6193,0.6801,5.1829,1.5266,0.2152,2.2018,0.8022,0.7003,0.3248
0.6611,0.5616,2.0852,0.2776,0.2569,0.7555,1.6143,1.0025,0.4653,0.6129,3.1432,0.8671,2.0158,2.2844,0.2796,1.4601,0.77,3.9177,0.3088,0.3302,1.6582,2.1115,1.4499,0.2265
0.8231,0.1011,2.7511,0.3268,0.2618,0.542,1.326,0.5398,0,0.8732,3.2683,0.6656,NA,2.2119,1.2177,1.8779,0.4366,3.9497,1.3236,0.05934,0.8695,1.3696,0.272,0.4618
0.2402,0.6752,3.7984,0.9897,1.59,0.1366,1.6659,0.5081,0.7341,2.1857,5.4317,0.7036,2.922,3.6883,0.5978,3.6687,0.6006,6.3134,3.233,0,2.8886,1.695,1.06,2.2608
0.5041,0.5277,3.6676,0.3346,0.3716,1.0383,0.7174,0.8487,0.08544,1.103,4.4962,0.7464,NA,3.1705,0.8363,2.492,0.7796,5.3017,1.2301,0.8892,2.1076,1.6265,1.7164,0.3184
0.4082,0.3417,1.9767,0.4254,0.3515,0.5263,0.0146,0.02249,0.3786,0.8993,4.1707,0.03069,NA,3.4747,0.0443,0.5314,0.2033,6.0218,0.2204,0.121,0.5103,0.1373,0.3131,0.218
0.8588,0.6136,2.5547,0.1771,0.2321,0.4434,0.5452,0.2455,0.01857,1.0916,4.1072,0.05822,NA,4.3655,0.5272,0.4635,0.4662,5.2309,0.02767,0.3396,0.2498,0.6526,0.1683,0.3717
1.6698,NA,4.2024,1.4814,0.9747,0.8485,0.6958,0.7837,NA,1.6495,4.4785,1.0576,NA,3.2097,0.9234,2.2898,NA,6.0801,1.5053,0.8328,NA,2.3994,1.8163,0.6282
0.9948,0.5269,3.535,0,1.089,0,0.8491,0.1933,0.1657,0.8562,3.6088,0.7932,3.3621,3.4983,0.2789,0.9413,0,7.0226,0.5872,0.5155,1.6212,1.1746,0.6844,1.92
1.463,0.7619,3.9417,0.4783,1.6056,1.1259,1.3679,0.8412,0.08039,0.5696,4.0278,0.3309,NA,1.2867,0.3017,2.844,1.0384,4.4458,2.263,0.547,1.2461,1.1256,0.6435,1.4163
0.8597,0.2314,2.669,0.2531,0.6165,0.5197,0.5989,0.7751,0.1886,0.2941,4.0816,0.2962,NA,2.3495,0.5105,0.4047,0.3582,4.2575,0.5348,0.03442,0.919,0.7857,0.845,0.2825
0.8511,0.182,3.1627,0.1795,2.3603,0.1267,1.7853,0.6365,0.02118,0.1716,3.7079,0.07455,NA,1.9513,0.4308,0.8343,0.4732,2.2575,0.7065,0.3373,0.8396,0.2732,0.3676,1.1964
0.6322,0,2.0162,0,0,0.1363,0.2167,0.1941,0,0.2921,2.8671,0.5957,NA,2.248,0.04654,1.589,0.2601,3.207,0.3049,0,1.3318,0.7534,0.8242,0
1.0145,0.456,4.712,0.2059,2.1425,0.4504,1.2167,0.806,0.3766,2.9569,3.9983,0.6144,3.2599,2.0451,1.3635,3.8767,0.1308,4.4421,3.1254,0.2637,1.8098,1.7936,0.5551,2.2235
1.0009,1.0773,1.8467,0.4109,0.6966,0.7859,1.0161,0.711,0.08369,1.7474,4.4893,1.155,2.7861,3.464,0.1007,0.2834,0.5512,3.3207,0.4444,0.04503,1.468,1.6908,1.2961,0.2581
1.2742,0.3761,3.9338,1.6816,0.6902,0.1442,0.64,4.497,0.1243,0.8671,4.4037,0.3943,3.5052,3.8903,0.892,4.3938,1.1729,5.7392,2.6304,0.07623,1.6179,1.6407,0.3913,0.2728
0.394,0.1259,3.4983,0.04508,0.4652,0.3219,0.4455,0.164,0,1.3101,3.9949,0.1094,3.2084,3.3175,0.3257,0.4013,0.2306,6.3818,0.4868,0.1927,1.2236,0.01591,0.5697,0.3731
0.2207,0.001392,3.9897,0.4376,0,0.2465,0.1732,0.2561,0.02243,1.6372,5.0778,0.1109,1.5988,1.5226,0.3202,3.7454,0.3558,5.0763,2.825,0.5499,0.6888,0.2688,0.2364,0
1.1076,0.1888,3.9905,0,1.3463,0.03799,1.5032,0.1449,0,1.4652,3.7953,0,2.5264,1.8001,0.08901,3.5462,0,4.7617,2.4814,0.02021,1.2485,0.573,0.3026,1.9746
0.924,0.5094,1.4674,0.3123,0.5727,0.4176,0.5592,0.3487,0.4164,0.3955,4.3607,0.427,NA,1.9885,0.9794,0.004786,0.5315,3.3375,0.6917,0.04939,1.4747,0.3381,0.4691,0.1791
0.181,0.0999,4.9033,0.3635,0.54,0.2688,0.03668,0.2702,0,1.3912,3.879,0,1.4788,0.8203,1.1762,2.1718,0.2516,4.1385,1.1293,0.1352,1.5229,0.07138,0.4728,0.3811
0.6843,0.8893,4.0595,0.1747,1.2112,1.0226,0.8137,0.9598,0,0.6968,4.822,0.4683,2.4007,1.2708,0.4128,1.2975,0.8374,5.357,0.8398,0.2036,2.0258,0.5653,0.9898,0.3737
1.4571,0.612,3.4569,0.6195,0.3546,0.6613,0.4832,1.1931,0.03723,0.679,3.9486,0.006447,NA,2.1324,0.296,1.0669,0.6846,4.676,0.3972,0,0.8588,1.0811,0.9905,0.1764
0.798,0.4625,4.7653,0.1776,0.5777,0.1314,1.2751,0.7133,0.3058,1.2426,4.9662,0.6078,4.6028,5.3324,0.1353,0.6409,0.01538,6.7078,0.08808,0.0554,1.8268,1.9009,1.3784,0.662
0.8903,0.8419,4.3186,0.2313,0.5575,0.5415,0.3266,0.6186,0.3225,0.8201,4.0197,0.6104,2.7864,2.9211,0.4271,4.4659,0.01489,4.6768,2.8194,2.267,2.8681,1.1289,1.11,0.5338
0.9608,0.5639,2.3166,0.3766,0.5777,0.4347,0.3513,0.8366,0.3232,1.5222,4.2725,0.09934,1.848,1.2612,0.9024,0.6448,0.002502,4.1256,0.8945,0.4061,0.9376,1.0295,0.6211,0.1344
0.07816,0.6022,5.1729,0.8439,0.1568,0.2051,0.5327,0.1208,0.445,1.4242,4.5715,0.08454,NA,1.5029,1.3325,3.25,0.5095,3.864,2.5274,1.2778,1.0122,0.2371,0.7845,0.1288
1.0623,NA,4.6153,3.0544,0.9329,1.2495,0.7536,0.1697,0.6583,1.2011,5.597,0.04952,NA,3.3122,4.2899,4.1181,NA,6.3835,3.5067,0.09542,NA,1.0057,1.2647,1.4945
1.2285,NA,4.4719,1.1176,0.4156,1.013,1.1688,0.5818,0.8005,1.1891,4.6473,0.8454,NA,3.5125,1.0596,1.5942,NA,4.4743,0.7315,0.5641,0.5897,0.6762,0.8432,1.1717
0.7337,0.6361,2.3487,0.6818,0.5561,1.2248,0,1.0949,0,3.3595,5.646,0.8453,2.8217,2.984,0.7313,3.2569,0.8043,4.9233,1.3541,0.6241,2.8447,2.5558,3.1467,0.9725
1.5323,0.5456,2.2439,0.1546,0.1607,0.4808,0.4317,0.9918,0.7336,0.7462,5.538,0.3857,3.6462,4.1463,0.2685,2.5482,2.048,5.9311,1.5398,0.0524,0.6933,2.2338,0.7715,0.2446
0.6154,0.09364,3.0273,0.1703,0.6068,0.1437,0.571,0.2158,0,0.8561,4.4205,0.5751,2.2185,2.4964,0.426,2.1081,0.0002795,5.4912,1.2257,0.05906,0.7232,0.9657,0.6686,0.3408
0.7924,0.2073,3.558,0.3236,0.2728,0.8552,1.0389,0.4166,0.4763,0.6913,3.5626,0.7511,3.7125,3.3382,0.8521,1.184,0.8849,5.6526,0.8245,0.7483,2.2147,1.2638,1.0808,0.7658
0.9688,0.566,4.5573,0,0.4886,1.27,0.6094,0.826,0.3243,0.3717,4.0105,0.8939,NA,3.6574,0.1107,3.7711,1.044,4.8994,1.9704,0.1584,1.8226,1.4561,1.0972,0.3576
0.6342,0.09552,NA,0.3011,0.4479,0.1928,1.1856,0.2215,NA,0.7121,4.3664,0.08142,1.8327,1.5781,0.3968,5.0257,0.3011,4.1463,3.7803,0,0.5951,0.8885,0.191,0.2732
1.078,1.4162,1.8947,0.1418,1.8562,0.8649,0.2443,0.673,0.3297,0.817,4.1316,0.5777,NA,1.9441,1.6655,0.8604,0.9064,5.9981,1.076,0.9942,2.1058,1.1125,0.4882,0.6008
1.0837,0.6128,2.8561,0.06791,0.392,0.702,0.3467,0.9935,0.3831,0.8979,4.5306,0,2.5822,2.5565,0.439,0.6039,0.1568,4.6902,0.1261,0.06749,1.4205,1.9641,0.5424,0.2684
1.392,0.29,1.3119,0.02981,0.1513,0.2304,0.5506,0.4803,0,0.4585,3.6454,0.3812,2.8245,3.5973,0.1322,0.6005,0.6379,5.9739,0.2346,0.1757,0.9168,2.2176,1.218,0.1603
0.6571,0.1723,4.3709,0.0112,0.7236,0.3042,1.1932,0.4587,0,1.4442,3.7359,0.6839,3.4797,2.5477,0.2971,2.5158,0.07151,5.4913,1.5048,0.4061,1.8609,0.8173,0.8821,0.5614
0.5775,0.4101,4.6617,1.0402,0.1638,0.3651,0.5852,1.2078,0.01563,2.0391,4.6206,0.2267,2.2389,1.7592,0.4266,1.11,0.9004,4.3812,0.6889,0.186,2.4224,1.7415,1.3392,0.3236
1.3268,0.6261,4.2066,0.3608,0.4302,0.8491,0.7626,1.136,0.6998,1.2023,4.3584,0.3285,NA,3.0649,2.0322,2.1937,0.2654,6.5769,1.0566,1.1365,2.016,1.688,1.5173,0
1.4793,1.5507,5.1812,0.9109,3.4461,1.4265,2.941,1.7104,0.2427,2.4806,5.0969,0.9072,4.4324,4.4021,1.0236,2.7097,1.6558,6.7285,2.5837,0.03409,2.4682,2.1155,1.1019,1.7201
0.09182,0.6276,2.8038,0.03335,0.7047,0,0.2863,0.2437,0.3489,0.2384,2.9392,0.0797,NA,0.777,0.02371,0.03729,0.1536,4.9997,0,0.4742,1.2931,0.5267,0.8459,0.1109
0.8105,0.7994,3.4708,0.3662,0.7325,0.5093,0.734,0.8679,0.1958,0.794,4.8466,0.6781,4.5254,4.9511,0.2477,1.4177,1.7991,6.3544,0.2557,1.2888,3.3988,1.1692,1.8216,0.3595
